title,rel_year,dir_name,prod_name,studio_name,prc,cat,award,location,movie_id
Symphonie Pastorale,1946,,,,bnw,dram,,,JnD10
Les Jeux Sont Faits,1947,,,Gibe,bnw,romt,H,,JnD11
Dieu a besoin des Hommes,1949,,,,,,,,JnD16
Le Garcon Sauvage,1951,,,,,,,,JnD21
The Moment of Truth,1952,,,,,,,,JnD26
Destinees,1953,,,,,dram,,,JnD28
Marie Antoinette,1956,,,,,hist,,,JnD31
Notre Dame de Paris,1956,,Raymond Hakim,Paris film,ecol,horr,H,Notre Dame,JnD33
Inspector Maigret,1957,,J.P. Guilbert,Jolly,bnw,cnr,H,Paris,JnD36
Le Soleil des Voyous,1967,,,,,,,,JnD41
Charlie Chan at the Wax Museum,1940,Shores,Ralph Dietrich,Fox,bnw,comd,,,LSh1
Calling All Husbands,1940,N.Smith,,Warners,bnw,romt,H,,NSm10
Citizen Kane,1940,Welles,Welles,RKO,bnw,dram,VIP,castle,OW1
The Magnificent Ambersons,1942,,Welles,RKO,bnw,dram,H,,OW2
It's all True,1942,,,RKO,tcol,biop,,Fortaleza,OW3
The Stranger,1946,,Sam Spiegel,RKO,bnw,dram,H,,OW4
The Lady From Shanghai,1947,,W.Castle,Columbia,bnw,biop,H,S.F.,OW5
Macbeth,1948,,Welles,Republic,bnw,dram,H,,OW6
Othello,1951,,Welles,Films Marceau,bnw,dram,H,,OW7
Confidential Report,1955,,,,,dram,,,OW8
A Touch of Evil,1958,,E:Walter Murch,Universal,bnw,noir,,Mexican border,OW9
The Trial,1962,,,,,dram,,,OW10
Chimes at Midnight,1966,,Alessandro Tasca,Internacional Films Espanola,bnw,dram,H,,OW11
The Immortal Story,1969,,,,,,,,OW12
The Deep,1969,,Welles,,,,,,OW13
June Night,1940,Lindberg,,,,romt,,,PLi10
The Great McGinty,1940,P.Sturges,,Paramount,bnw,,H,,PS1
Christmas in July,1940,,,Paramount,bnw,comd,H,,PS2
Sullivan's Travels,1941,,Paul Jones,Paramount,bnw,fant,H,,PS3
The Lady Eve,1941,,Paul Jones,Paramount,bnw,comd,H,,PS4
The Palm Beach Story,1942,,Paul Jones,Paramount,bnw,comd,H,Palm Beach,PS5
The Great Moment,1943,,,,,,,,PS6
The Miracle of Morgan's Creek,1943,,P.Sturges,Paramount,bnw,comd,H,,PS7
Hail the Conquering Hero,1944,,P.Sturges,Paramount,bnw,comd,H,,PS8
Mad Wednesday,1946,,H.Hughes,,,,,,PS9
The Sin of Harold Diddlebook,1947,,H.Hughes,,,comd,,,PS13
Unfaithfully Yours,1948,,P.Struges,Fox,bnw,,H,,PS20
The Beautiful Blonde from Bashful Bend,1949,,P.Struges,Fox,tcol,west,H,,PS21
Les Carnets de Major Thompson,1950,,Paul Wagner,SNE Gaumont,bnw,comd,H,,PS22
La Chiavi,1940,Brass,,,,18+,,,TBs2
Mirandi,1941,,,,,18+,,,TBs4
Capriccio,1942,,,,,18+,,,TBs6
Chi Lavora e Perduta,1943,,,,,18+,,,TBs8
Col Curve in Gula,1945,,,,,18+,,,TBs10
Il Disco Volante,1947,,,,,18+,,,TBs12
Nero su Bianco,1949,,,,,18+,,,TBs14
L'Urlo,1951,,,,,18+,,,TBs16
Salon-Kitty,1960,,,,,,,,TBs20
La Vacanca,1969,,,,,18+,,,TBs28
Caligula,1980,,Giancarlo Lui,Penthouse,ecol,18+,H,,TBs40
Action,1982,,,,,18+,,,TBs46
Snack Bar Budapest,1986,,,,,18+,,,TBs48
Scandal,1989,,,,,18+,,London,TBs50
Los Bordeles de Paprika,1991,,,,,18+,,,TBs52
Julieta y Romeo,1940,Castellvi,,,,romt,,,xCa10
The Captive Heart,1946,B.Dearden,,,,,,,BaD9
The Blue Lamp,1950,,Michael Relph,Ealing,bnw,susp,H,,BaD13
I Believe in You,1952,,,,,,,,BaD16
Who Done It,1956,,B.Dearden,Ealing,bnw,comd,H,,BaD22
Sapphire,1959,,,,,,,,BaD25
The League of Gentlemen,1960,,Michael Relph,Rank,bnw,comd,H,,BaD26
All Night Long,1961,,Michael Relph,Rank,bnw,,H,,BaD28
Victim,1961,,Michael Relph,Rank,bnw,susp,H,,BaD29
Masquerade,1965,,Michael Relph,U.A.,ecol,susp,H,Arabia,BaD35
The Man who Haunted Himself,1970,,Relph,Excalibur,tcol,susp,H,,BaD39
The Bullfighter and The Lady,1951,Boetticher,Boetticher,,,,,,BBo10
East of Sumatra,1953,,,,,,,,BBo20
The Tall T,1957,,,,,west,,,BBo27
Buchanan Rides Alone,1958,,,,,,,,BBo30
The Rise and Fall of Legs Diamond,1960,,,,,,,,BBo40
Arruza,1968,,,,,,,,BBo50
Dumbo,1941,Sharpsteen,,Disney,tcol,cart,H,,BSh10
Young Veterans,1941,Ch.Crichton,,Ealing,,,,,ChC5
For Those in Peril,1943,,,Ealing,,docu,,,ChC2
Painted Boats,1945,,,Ealing,,docu,,,ChC3
Hue and Cry,1946,,Cornelius,Ealing,bnw,comd,,,ChC4
Against the Wind,1947,,,Ealing,,dram,,,ChC5
Dance Hall,1950,,,Ealing,,,,,ChC6
The Lavender Hill Mob,1951,,M.Truman,Ealing,bnw,susp,AA,London,ChC7
Hunted,1952,,,Ealing,,,,,ChC8
The Divided Heart,1954,,,Ealing,,romt,,,ChC12
The Titfield Thunderbolt,1953,,Michael Truman,Ealing,tcol,comd,H,,ChC11
Law and Disorder,1958,,,,,,,,ChC12
The Battle of the Sexes,1958,,,,,,,,ChC13
The Third Secret,1964,,,,,,,,ChC15
Who Rides a Tiger,1965,,,,,,,,ChC16
Wild Duck,1967,,,,tv,dram,,,ChC15
A Fish Named Wanda,1988,,Michael Shamberg,MGM Twickenham,col,comd,Fun,London,ChC30
Perr Gynt,1941,Bradley,,,bnw,dram,,,DBy1
Julius Ceasar,1950,,,,bnw,dram,H,,DBy2
Talk About a Stranger,1952,,Richard Goldstein,MGM,bnw,noir,,,DBy4
Twelve to the Moon,1960,,,,,,,,DBy5
They Saved Hitler's Brain,1963,,Carl Edwards,Crown,bnw,horr,,,DBy10
Billy the Kid,1941,D.Miller,,,,,,,DMi5
Flying Tigers,1943,,,,,advt,,,DMi10
Love Happy,1949,,Mary Pickford,U.A.,bnw,comd,H,,DMi15
Sudden Fear,1953,,,,,,,,DMi20
The Opposite Sex,1956,,Joe Pasternak,MGM,mcol,musc,H,NYC,DMi25
The Story of Esther Costello,1957,,James Woolf,Columbia,bnw,dram,H,,DMi27
Happy Anniversary,1959,,Ralph Fields,U.A.,bnw,comd,H,,DMi28
Midnight Lace,1960,,,,,susp,,London,DMi30
Back Street,1961,,Ross Hunter,U-I,tcol,dram,H,,DMi32
Lonely Are the Brave,1962,,Edward Lewis,Universal,bnw,west,VIP,,DMi35
Executive Action,1973,,Edward Orloff,EA Enterprises,col,biop,H,,DMi45
Anchors Aweigh,1945,Sidney,Joe Pasternak,MGM,tcol,musc,AAN,L.A.,GSy4
The Harvey Girls,1946,,,MGM,,,,,GSy5
The Three Musketeers,1948,,,MGM,tcol,advt,H,,GSy7
Annie Get Your Gun,1950,,,MGM,,musc,,,GSy9
Showboat,1951,,Freed,MGM,tcol,musc,H,,GSy10
Sacaramouche,1952,,Carey Wilson,MGM,tcol,,H,,GSy11
Kiss Me Kate,1953,,J.Cummings,MGM,3d,musc,H,Padua,GSy13
Jeanne Eagles,1957,,,MGM ,,,,,GSy16
Pal Joey,1957,,Fred Kolmar,Essex,tcol,musc,H,,GSy17
Bye Bye Birdie,1963,,Fred Kohlmar,Columbia,ecol,musc,H,,GSy30
Half a Sixpence,1967,,Sidney,Paramount,tcol,musc,H,,GSy40
The Gay Sisters,1942,Rapper,,Warners,,,,,IrR5
Now; Voyager,1942,,Wallis,Warners,,dram,,Boston,IrR6
The Adventures of Mark Twain,1944,,Jesse L. Lasky,Warners,bnw,,H,,IrR8
The Corn is Green,1945,,Jack Chertok,Warners,bnw,dram,H,,IrR10
Rhapsody in Blue,1945,,Lasky,Warners,bnw,musc,H,,IrR12
Deception,1946,,,Warners,bnw,dram,,Manhattan,IrR16
The Voice of the Turtle,1948,,,Warners,,,,,IrR18
The Glass Menagerie,1950,,,Warners,,,,,IrR20
Another Man's Poison,1952,,Fairbanks jr,,,,,,IrR23
The Brave One,1958,,,King Bros,tcol,dram,H,,IrR27
Marjorie Morningstar,1958,,,Warners,,dram,,,IrR30
The Miracle,1959,,Henry Blanke,Warners,tr,fant,,,IrR32
Born Again,1978,,Frank Capra jr.,,tcol,dram,H,,IrR50
The Maltese Falcon,1941,J.Huston,Wallis,Warners,bnw,noir,H,Burlingame,IH1
This is our Life,1942,,,,bnw,romt,,,IH2
Across the Pacific,1942,,Wallis,Warners,bnw,susp,CG,,IH3
The Battle of San Pietro,1943,,,,bnw,docu,H,,IH4
The Treasure of the Sierra Madre,1948,,Henry Blanke,Warners,bnw,west,AAN,Tampico,IH11
Key Largo,1948,,Jerry Wald,Warners,bnw,dram,H,,IH12
The Asphalt Jungle,1950,,Ben Maddow,MGM,bnw,susp,H,,IH14
Red Badge of Courage,1951,,G.Reinhardt,MGM,bnw,dram,H,,IH15
The African Queen,1951,,Sam Spiegel,IFD Romulus-Horizon,tcol,,AAN,,IH16
Moulin Rouge,1952,,Jack Clayton,Romulus,tcol,biop,AAN,Montmartre,IH17
Beat the Devil,1954,,,Santana-Romulus,,noir,,,IH18
Moby Dick,1956,,J.Huston,Warners,tcol,dram,H,New Bedford,IH19
Heaven Knows Mr. Allison,1957,,Eugene Franks,Fox,cs,romt,H,,IH20
The Unforgiven,1960,,James Hill,U.A.,tcol,west,H,,IH22
The Misfits,1961,,Frank Taylor,Seven Arts,bnw,west,H,,IH23
Freud,1962,,,,,,,,IH25
The List of Adrian Messenger,1963,,Edward Lewis,UI,bnw,susp,H,,IH26
The Night of the Iguana,1964,,Ray Stark,Seven Arts,bnw,dram,H,,IH27
The Bible,1966,,,,,dram,,,IH28
Casino Royale,1967,,Jerry Bresler,Famous Artists,tcol,advt,,,IH29
Reflections in a Golden Eye,1967,,Ray Stark,Waner seven Arts,tcol,romt,H,,IH30
A Walk with Love and Death,1968,,,,,romt,,,IH31
The Life and Times of Judge Roy Bean,1972,,,,,,,,IH34
Fat City,1972,,Ray Stark,Columbia,ecol,dram,H,Stockton,IH35
The Man Who Would Be King,1975,,John Foreman,Allied,col,dram,,Kafristan,IH38
Wise Blood,1979,,,,,,,,IH39
Victory,1981,,Freddie Fields,Lorimar,mcol,actn,H,,IH42
Annie,1982,,,,,,,,IH43
Under the Volcano,1984,,,,,,,,IH45
Prizzi's Honor,1985,,John Foreman,ABC,deluxe,noir,T90,,IH47
The Dead,1987,,,,col,dram,NSFC,Dublin,IH50
Quax der Bruchpilot,1941,K.Hoffman,,,,comd,,,KuH10
I think often of Piroschka,1955,,,,,comd,,,KuH20
The Confessions of Felix Krull,1957,,,,,comd,,,KuH25
Wir Wunderkinder,1958,,,,,comd,,,KuH29
When We are Married,1942,Comfort,,,,,,,LaC10
Great Day,1945,,Victor Hanbury,RKO British,bnw,dram,H,,LaC20
Silent Dust,1948,,Nat Bronstein,ABP,bnw,dram,H,,LaC25
Eight O'Clock Walk,1948,,George King,Br.Lion,bnw,susp,H,London,LaC35
Pimpernel Smith,1941,L.Howard,L.Howard,,,,,,LHo1
The First of the Few,1942,,John Stafford,British Aviation,bnw,biop,H,,LHo2
The Gentle Sex,1943,,,,,,,,LHo3
Ferry Pilot,1941,P.Jackson,,,bnw,dram,,,PaJ2
Ferry Pilot,1941,,,,bnw,dram,,,PaJ2
Western Approaches,1944,,,Crown Film Unit,tcol,docu,H,,PaJ5
Shadow on the Wall,1948,,Sisk,MGM,bnw,susp,,,PaJ10
White Corridors,1950,,,,,dram,,,PaJ12
Something Money Can't Buy,1952,,,,,,,,PaJ15
The Feminine Touch,1955,,,,,,,,PaJ18
Virgin Island,1958,,,,,,,,PaJ22
Don't Talk to Strange Men,1962,,,,,,,,PaJ26
Seventy Deadly Pills,1964,,,,,,,,PaJ28
Heavenly Creatures,1995,,,,,,,,PaJ55
The Frighteners,1996,,,,,comd,,,PaJ60
Un Colpa di Pistola,1941,R.Castellani,,,,,,,ReC1
Two Cents worth of Hope,1952,,,,,dram,,Vesuvius,ReC4
Romeo and Juliet,1953,,Sandro Ghenzi,Rank,tcol,dram,H,Verona,ReC5
The Gay City,1941,R.Murphy,,,,,,,RMp10
Night Plane from Chungking,1942,,,Paramount,bnw,susp,H,,RMp13
Mrs. Wiggs of the Cabbage Patch,1942,,,,,,,,RMp15
Rainbow Island,1944,,,,,,,,RMp25
The Man from Half Moon Street,1944,,,,,,,,RMp28
Desert Rats,1953,,,,,,,,RMp50
The Lady in the Iron Mask,1953,,,,,,,,RMp53
Among the Living,1941,Heisler,,,,horr,VIP,,StH3
The Glass Key,1942,,Fred Kohlmar,Paramount,bnw,susp,H,,StH5
Along Came Jones,1945,,,,,,,,StH10
Blue Skies,1945,,S.C.Siegel,Paramount,tcol,musc,H,,StH13
Smash-Up,1947,,Wanger,UI,bnw,dram,H,,StH15
Tulsa,1949,,Wanger,Eagle-Lion,tcol,west,H,,StH18
Chain Lightning,1950,,Anthony Veiller,Warners,bnw,advt,H,,StH20
I died a Thousand Times,1955,,Willlis Goldbeck,Warners,wcol,dram,H,,StH23
Hitler,1961,,E.Charles Strauss,Three Crown,bnw,biop,H,,StH30
Fighting Father Dunne,1942,Tetzlaff,Phil L. Ryan,RKO,bnw,dram,,St.Louis,TTz2
Riff Raff,1946,,Nat Holt,RKO,bnw,advt,H,,TTz4
The Window,1948,,,,,noir,,,TTz6
Johnny Allegro,1948,,Irving Starr,Columbia,bnw,myst,H,,TTz8
The Window,1949,,Frederick Ullman,RKO,bnw,susp,H,,TTz9
The White Tower,1950,,Rogell,RKO,tcol,advt,,Mont Blanc,TTz10
Gambling House,1950,,,RKO,bnw,dram,,,TTz11
Time Bomb,1953,,,,,,,,TTz15
Son of Sinbad,1955,,Robert Sparks,RKO,ss,18+,,,TTz20
I Bambini ci Guardino,1942,deSica,,,bnw,dram,,,VdS2
Sciuscia,1946,,Paolo W. Tamburella,,bnw,dram,H,Rome,VdS4
Bicycle Thieves,1948,,Umberto Scarparelli,PDS-ENIC,ecol,dram,H,Rome,VdS5
Miracle in Milan,1950,,,,,,,Milano,VdS6
Umberto D,1952,,,Dear Films,bnw,dram,H,,VdS7
The Gold of Naples,1952,,,,,dram,,Naples,VdS8
Stazione Termini,1954,,Selznick,Columbia,,dram,,,VdS13
The Roof,1956,,,,,,,,VdS14
Two Women,1961,,Carlo Ponti,Champion,bnw,dram,H,Rome,VdS15
Yesterday; Today and Tomorrow,1964,,Carlo Ponti,Concordia,tcol,,AA,,VdS17
Marriage Italian Style,1964,,,,,,,,VdS18
After the Fox,1966,,,,,comd,,,VdS21
The Garden of the Finzi-Continis,1971,,Gianni Hecht Lucari,,,dram,,Rome,VdS24
Mr. District Attorney,1941,W.Morgan,Leonard Fields,Republic,bnw,comd,,,WlM10
Madame San Gene,1941,Richebe,,,,,,,xRi10
Next of Kin,1944,Unknown41,Ministry of Inf.,Elstree,bnw,advt,,,Z4101
The Foreman went to France,1942,,Ministry of Inf.,Elstree,bnw,advt,,,Z4102
Went Well the Day,1942,,Ministry of Inf.,Elstree,bnw,advt,,,Z4103
The First of the Few,1942,,Ministry of Inf.,Elstree,bnw,biop,,,Z4104
The Moon and Sixpence,1942,Lewin,St.Kramer,,col,,H,Paris,ALe1
The Picture of Dorian Gray,1944,,,,,,,,ALe2
Pandora and the Flying Dutchman,1951,,Lewin,Romulus,tcol,fant,H,,ALe4
Saadia,1953,,Lewin,MGM,tcol,romt,H,Sahara,ALe7
The Furies,1950,Ant.Mann,Wallis,Paramount,bnw,west,,,AnM16
The Reign of Terror,1950,,,,,dram,,,AnM17
Winchester 73,1950,,,,,west,,,AnM20
Bend of the River,1951,,,,,west,,,AnM22
The Naked Spur,1953,,,MGM,,west,,,AnM24
The Glenn Miller Story,1954,,Aaron Rosenberg,U-I,tcol,musc,AAN,,AnM25
Strategic Air Command,1955,,Samuel Briskin,Paramount,col,actn,AAN,,AnM27
The Man from Laramie,1955,,,,col,west,,,AnM28
Serenade,1955,,,Warners,col,romt,,S.F.,AnM30
Men in War,1957,,,,,,,,AnM32
God's Little Acre,1958,,,,,,,,AnM33
Man of the West,1958,,,,,west,,,AnM34
Cimarron,1960,,Grainger,MGM,cs,west,H,,AnM35
El Cid,1961,,Samuel Bronston,,tr,advt,,,AnM37
The Fall of the Roman Empire,1964,,Samuel Bronston,Spain,tcol,epic,H,Rome,AnM40
The Road to Heaven,1942,Sjoberg,,,,,,,ASj10
Hets,1942,,,Svensk Filmindustri,bnw,dram,H,,ASj15
Only a Mother,1949,,,,,,,,ASj20
Miss Julie,1951,,,,,,,,ASj25
Barabbas,1953,,,,,,,,ASj30
Karin Mansdotter,1954,,,,,,,,ASj35
Wild Birds,1955,,,,,,,,ASj40
The Judge,1960,,,,,,,,ASj45
The Island,1966,,,,,,,,ASj50
San Demetrio London,1943,Frend,,,,,,,ChF3
Scott of The Antarctic,1948,,Sidney Cole,Ealing,tcol,,RFP,,ChF7
The Cruel Sea,1953,,,,,dram,,,ChF10
In Which We Serve,1942,Lean,Noel Coward,Rank,bnw,,AAN,,DL1
Blithe Spirit,1945,,Anthony HavelockAllan,Cineguild,tcol,comd,H,,DL3
Brief Encounter,1946,,Anthony HavelockAllan,Cineguild,bnw,romt,AAN,,DL4
Great Expectations,1946,,Anthony HavelockAllen,Rank,bnw,dram,AAN,London,DL5
Oliver Twist,1948,,,,,,,,DL6
Passionate Friends,1948,,Eric Ambler,GFD,bnw,romt,H,,DL7
The Sound Barrier,1951,,Lean,London,bnw,docu,H,,DL9
Hobson's Choice,1954,,Lean,British Lion,bnw,,H,,DL10
Summertime,1955,,A.Korda,,ecol,romt,H,Venice,DL11
The Bridge on the River Kwai,1957,,Sam Spiegel,Columbia ,cs,advt,H,,DL12
Lawrence of Arabia,1962,,Sam Spiegel,Columbia British,mcol,epic,AA,,DL13
Dr. Zhivago,1965,,,,cs,,H,Moscow,DL14
Ryan's Daughter,1970,,Anthony Havelock,MGM,,dram,,,DL15
A Passage to India,1984,,John Brabourne,HBO,tcol,,H,,DL16
The Seventh Cross,1944,Zinneman,,,,dram,,,FZ3
Die Gezeichneten,1947,,,,,,,,FZ6
The Men,1945,,St.Kramer,,bnw,docu,H,,FZ8
The Men,1950,,St.Kramer,,bnw,docu,H,,FZ8
High Noon,1952,,St.Kramer,,bnw,west,AAN,,FZ10
The Member of the Wedding,1953,,St.Kramer,Columbia,bnw,dram,H,,FZ11
From Here to Eternity,1953,,Buddy Adler,Columbia,bnw,,H,Hawaii,FZ12
Oklahoma!,1955,,Arthur Hornblow jr.,Magna,tcol,musc,H,,FZ13
The Nun's Story,1960,,Blanke,Warners,tcol,advt,AAN,,FZ14
The Sundowners,1960,,Gerry Blatner,Warners,tcol,dram,H,,FZ15
Behold a Pale Horse,1964,,,,,,,,FZ17
A Man for All Seasons,1966,,,Columbia,col,,AA,,FZ18
Day of the Jackal,1973,,David Deutsch,Warwick,tcol,susp,H,,FZ19
Julia,1977,,Julien Derode,Fox,tcol,dram,,,FZ20
The Real Julia; Muriel Gardiner's Story,1980,,,,col,docu,,,FZ20ZZ
Five Days One Summer,1982,,Ladd,Warners,tcol,,,,FZ21
Le Journal Tombe a Cinq Heures,1942,Lacombe,,Gaumont,bnw,romt,,,GLa2
Martin Roumagnac,1946,,Marc Le Pelletier,Alcina,bnw,,,,GLa10
We; The Living,1942,Alessandrini,,,,,,,GoA10
Le Corbeau,1943,Clouzot,,,,susp,,,HGC2
Quai des Orfevres,1947,,,,bnw,cnr,VFF,Menilmontant,HGC3
L'Assassin habite au 21,1947,,,Liote,bnw,susp,H,,HGC5
Jenny Lamour,1947,,,,bnw,susp,,,HGC6
Manon,1949,,,,,dram,,,HGC14
Le Salaire de la Peur,1952,,,CICC,bnw,susp,H,,HGC16
Les Diaboliques,1954,,,,,noir,,,HGC17
la Mystere de Picasso,1956,,,,cs,docu,,,HGC19
The Great Impersonation,1942,Rawlins,Paul Malvern,Universal,bnw,advt,H,,IRa4
Sherlock Holmes and the Voice of Terror,1942,,Howard Benedict,Universal,bnw,susp,,,IRa5
Dick Tracy vs. Cueball,1946,,Herman Schlom,RKO,bnw,actn,H,,IRa10
Dick Tracy's Dilemma,1947,,Herman Schlom,RKO,bnw,actn,H,,IRa12
Dick Tracy Meets Gruesome,1947,,Herman Schlom,RKO,bnw,actn,H,,IRa14
The Naked City,1948,,Hellinger,Universal,bnw,dram,H,London,JD8
Night and the City,1950,,Samuel T. Engel,Fox,bnw,susp,H,London,JD10
Rififi,1954,,,Rialto,bnw,musc,H,,JD12
He Who Must Die,1958,,,,,dram,,,JD14
Never on Sunday,1959,,Dassin,Lopert,bnw,romt,H,Pireaus,JD15
Phaedra,1961,,,,,dram,,Paris,JD16
Topkapi,1964,,,U.A.,col,comd,,Istanbul,JD17
A Dream of Passion,1978,,,,col,dram,,,JD25
Circle of Two,1980,,,,,,,,JD30
Killer Bat,1942,Yarborough,,,,,,,JeY5
The Naughty Nineties,1945,,John Grant,Universal,bnw,comd,H,,JeY10
Abbott and Costello Lost in Alaska,1952,,Howard Christie,UI,bnw,comd,H,S.F.,JeY30
The Seven Faces of Dr.Lao,1995,,,,col,,,,JeY35
Goupi Mains Rouges,1942,J.Becker,,Minerva,bnw,noir,H,,JqB5
Falbalas,1944,,,,,,,,JqB10
Antoine et Antoinette,1947,,C.F. Cavenau,Gaumont,bnw,comd,H,,JqB15
Rendevouz de Julliet,1949,,Neves Gaston Vouatoux,Gaumany,bnw,romt,,Paris,JqB18
Edouard et Caroline,1951,,,CICC,bnw,comd,H,,JqB20
Casque d'Or,1952,,,,bnw,romt,,Paris,JqB22
Rue de l'Estrapade,1952,,,,,,,,JqB23
Touchez pas au Grisbi,1953,,Robert Dorfman,Antares,bnw,susp,H,Paris,JqB25
Montparnasse 19,1955,,,,col,biop,H,Paris,JqB28
Les aventure d'Arsene Lupin,1957,,,Gaumont,,,,,JqB31
Ali Baba,1957,,,,,,,,JqB33
Le Trou,1960,,Sege Silberman,Titanus,bnw,cnr,H,,JqB38
The Man in Grey,1943,Arliss,,,,,,,LAr2
Love Story,1944,,,,,,,,LAr3
Wicked Lady,1945,,R.J. Minney,GFD-Gainsborough,bnw,comd,H,,LAr4
A Man about the House,1947,,,,,,,,LAr5
Miss Tulip Stays the Night,1955,,,,,,,,LAr8
Ossessione,1942,Visconti,,,bnw,dram,,,LuV1
La Terra Trema,1948,,,,,epic,,Aci-Tressa,LuV2
Bellisima,1951,,,,bnw,comd,,,LuV3
Senso,1953,,,,tcol,dram,H,Venice,LuV20
Rocco and His Brothers,1960,,Goffredo Lombardo,Les Films Marceau,bnw,epic,H,Milano,LuV30
Boccaccio 70,1962,,,,,dram,,,LuV40
Il gattopardo,1963,,Goffredo Lombardo,Fox,deluxe,dram,VIP,Sicily,LuV50
The Damned,1969,,,,,dram,,Essen,LuV60
Death in Venice,1971,,,,,,,Venice,LuV64
Ludwig,1973,,,,,biop,,,LuV68
Conversation Piece,1976,,,,,,,,LuV70
The Innocent,1979,,,,,comd,,,LuV80
Crime Doctor,1943,M.Gordon,,Columbia,bnw,cnr,H,,MiG3
Crime Doctor's Strangest Case,1943,,,Columbia,bnw,cnr,H,,MiG5
Crime Doctor's Strangest Case,1943,,,Columbia,bnw,cnr,H,,MiG7
Shadows in the Night,1944,,,Columbia,bnw,cnr,H,,MiG9
Crime Doctor's Courage,1944,,,Columbia,bnw,cnr,H,,MiG11
Crime Doctor's Warning,1945,,,Columbia,bnw,cnr,H,,MiG13
Crime Doctor's Manhunt,1946,,,Columbia,bnw,cnr,H,,MiG15
Just Before Dawn,1946,,,Columbia,bnw,cnr,H,,MiG17
the Millerson Case,1947,,,Columbia,bnw,cnr,H,,MiG19
The Web,1947,,,,,,,,MiG21
Crime Doctor's Gamble,1948,,,Columbia,bnw,cnr,H,,MiG23
Another Part of the Forest,1948,,Jerry Bresler,U-I,bnw,,H,,MiG25
An Act of Murder,1948,,Jerry Bresler,U-I,bnw,,H,,MiG27
Crime Doctor's Diary,1949,,,Columbia,bnw,cnr,H,,MiG29
Cyrano de Bergerac,1950,,St.Kramer,U.A.,bnw,romt,H,,MiG30
I can get it for you Wholesale,1951,,,,,,,,MiG32
Pillow Talk,1959,,Martin Melcher,Universal,cs,romt,H,,MiG35
Move Over; Darling,1963,,,RFP,,,,,MiG39
A Very Special Favor,1965,,Robert Arthur,Universal,tcol,comd,H,,MiG45
The Impossible Years,1968,,Weingarten,MGM,mcol,comd,H,,MiG50
All Through the Night,1942,V.Sherman,Jerry Wald,Warners,bnw,advt,H,NYC,VSh7
The Hard Way,1943,,Jerry Wald,,bnw,dram,,,VSh9
Old Acquaintenance,1943,,Blanke,Warners,bnw,dram,H,,VSh10
Mr. Skeffington,1943,,Phillip G. Epstein,Warners,bnw,dram,H,,VSh15
The Adventures of Don Juan,1949,,Jerry Wald,Warners,tcol,epic,H,,VSh23
The Hasty Heart,1949,,V.Sherman,ABP,bnw,dram,H,,VSh25
The Damned Don't Cry,1950,,,Warners,bnw,dram,,,VSh27
Bowery at Midnight,1942,W.Fox,,Monogram,bnw,horr,H,NYC,WFx10
Romeo and Juliet,1942,Selim,,,,romt,,,xSe10
Sugata Sanshiro,1943,Kurosawa,,,,dram,,,AkK1
The Most Beautiful,1944,,,,,,,,AkK2
The Men Who Tread on the Tiger's Tail,1945,,,,,,,,AkK4
No Regrets for Our Youth,1946,,,,,,,,AkK5
One Wonderful Sunday,1947,,,,,,,,AkK6
Drunken Angel,1948,,,,,,,,AkK7
Quiet Duel,1949,,,,,,,,AkK8
Stray Dog,1949,,,,,cnr,,Tokyo,AkK9
Scandal,1950,,,,,,,,AkK10
Rashomon,1950,,,,bnw,epic,VFF,,AkK11
Ugetsu,1951,,,,,dram,,,AkK12
Ikiru,1952,,,,,dram,,,AkK13
Shichinin no Samurai,1954,,Shojiro Motoki,Toho,bnw,advt,VIP,,AkK14
Record of a Living Being,1955,,,,,,,,AkK15
Throne of Blood,1956,,,,,,,,AkK16
The Lower Depths,1957,,,,,,,,AkK17
The Hidden Fortress,1958,,,,,,,,AkK18
The Bad Sleep Well,1960,,,,,,,,AkK19
Yojimbo,1961,,,,,comd,,,AkK20
Sanjuro,1962,,,,,comd,,,AkK21
High and Low,1963,,,,,susp,,Bullet train,AkK22
Red Beard,1965,,,,,dram,,,AkK23
Dodeskaden,1970,,,,,,,,AkK24
Tora; Tora; Tora,1970,,Elmo Williams,Fox,deluxe,dram,H,Hawaii,AkK25
Derzu Uzala,1975,,,,,dram,AA,,AkK26
Kagemusha,1981,,,,col,hist,Palm,,AkK27
Ran,1986,,Serge Silberman,Herald,col,epic,AA,,AkK28
Akira Kurosawa Dreams,1990,,,,,comd,,,AkK29
Rhapsody in August,1991,,,Shochiku,,dram,,Nagasaki,AkK30
Madadayo,1993,,,,,,,,AkK31
Good News,1947,Walters,Freed,MGM,tcol,musc,H,,ChW2
Easter Parade,1947,,Freed,MGM,tcol,musc,H,,ChW3
The Barkleys of Broadway,1949,,Freed,MGM,tcol,musc,H,,ChW4
Lili,1953,,Edwin H. Knopf,MGM,tcol,romt,H,,ChW6
Dangerous when Wet,1953,,George Wells,MGM,tcol,comd,H,Channel,ChW7
The Tender Trap,1955,,,MGM,,musc,,,ChW8
High Society,1956,,S.C.Siegel,MGM,tcol,musc,H,,ChW12
Ask any Girl,1959,,Joe Pasternak,MGM,cs,romt,H,NYC,ChW16
Please Dont Eat the Daisies,1960,,,MGM,,musc,,,ChW18
The Unsinkable Molly Brown,1964,,,MGM,,musc,,Titanic,ChW22
