pcode,did,lname,fname,,,background/0,yearstart,yearend
D,ERr,Scherer,Jean Maurice,1920,,Fr,1959,1994
D,SuR,Roley,Sutton,,,Am,1968,1974
D,JRl,Rollins,Jean,,,Am,1968,1972
P,,Rollins,Jack,,,Am,1969,1983
W,GRo,Romero,George A.,1939,,Am,1968,1993
D,MhR,Romm,Mikhail,1901,1971,Ru,1934,1964
D,DJR,Roodt,Darrel James,,,Ct,1992,1997
B,PmR,Rooks,Pamela,19xx,,Int,1992,
W,DRo,Roos,Don,,,Am,1998,
D,ARs,Roosevelt,Andr'e,19xx,,Ct,1932,
D,BeR,Rose,Bernard,,,Am,1992,1996
D,MyR,Rose,Mickey,,,Am,1981,
D,PRo,Rosen,Phil,1888,1951,Ru,1921,1949
D,KvR,Rosenfeld,Keva,19xx,,Ct,1990,
D,PRb,Rosenberg,Philip,,,Am,1983,
D,SRo,Rosenberg,Stuart,1925,,Am,1959,1980
D,NRo,Rosenbloom,Nina,19xx,,Am,1980,
D,RiR,Rosenthal,Rick,,,Am,1981,
D,RJR,Rosenthal,Robert J.,,,Am,1982,
D,MRm,Rosman,Mark,,,Am,1982,1997
D,BnR,Ross,Benjamin,,,,1996,
P,,Ross,Courtney,,,Am,,
B,,Ross,Frank,,,Am,1943,1955
W,GyR,Ross,Gary,,,Ct,1998,
G,HbR,Ross,Herbert,1927,2001,Am,1969,1995
P,,Ross,Steven J.,1927,1992,Am,1943,1955
W,RRo,Rossellini,Roberto,1906,1977,It,1945,1966
W,RoR,Rossen,Robert,1908,1966,Am,1947,1964
D,FrR,Rosi,Francesco,1922,,It,1957,1984
D,MeR,Rosier,Michele,,,Fr,1998,
M,,R'ozsa,Mikl'os,,,Hu,1946,1982
M,,Rota,Nino,1911,1979,It,1949,1964
D,JoR,Roth,Joe,19xx,,Am,1986,
A,TRo,Roth,Tim,19xx,19yy,GB,1999,
D,MRh,Rothemund,Marc,,,Ct,1998,
D,SRm,Rothman,Stephanie,,,Am,1966,1971
D,JRo,Rouche,Jean,19xx,,Ct,1961,
A,BrR,"Ro""uan",Brigitte,,,Fr,1991,
D,GRq,Rouquier,Georges,,,Fr,1946,
D,RRw,Rowland,Roy,1910,,Am,1939,1968
D,PRz,Rozema,Patricia,,,Am,1987,1999
D,DRz,Rozenberg,David,19xx,,Fr,1993,
M,,R'ozsa,Mikl'os,,,,,
P,,Ruben,Andy,,,Am,1992,
D,JWR,Ruben,J.Walter,1899,1942,Am,1931,1938
D,JRu,Ruben,Joseph,1950,,Am,1984,1993
D,KSR,Ruben,Kat Shea,,,Am,1988,
D,BJR,Rubin,Bruce Joel,19xx,,Ct,1993,
D,IRu,Rubino,John,,,Ct,1996,
W,,Rudnick,Paul,1962,,Am,1993,
D,ARu,Rudolph,Alan,,,Am,1976,1989
D,TRu,Ruggiero,Telemaco,19xx,,It,1929,
A,WR,Ruggles,Wesley,1889,1972,Am,1917,1946
D,RaR,Ruiz,Raul,,199x,,1996,
D,RRu,Rush,Richard,,,Am,1960,1980
D,YRu,Russcol,Yael,,,Ct,1997,
D,CRu,Russell,Charles,,,Ct,1994,
D,DRu,Russell,David O.,1959,,Ct,1994,
D,KRu,Russell,Ken,1927,,Br,1964,1989
D,WRU,Ruttmann,Walter,,,Ge,1927,
D,JaR,Ruzicka,Jan,19xx,,Ge,1991,
D,SRu,Ruzowitzky,Stefan,,,Ct,1998,
D,ARy,Ryazanov,Eldar,1928,,Ru,1957,1989
D,MRy,Rydell,Mark,1934,,Am,1968,1981
W,WSa,Sachs,William,19xx,,Ct,1977,1980
D,DSa,Sackheim,Daniel,19xx,199x,Ct,1995,
D,AoS,Saderman,Alejandro,19xx,199x,,1993,
D,BoS,Sagal,Boris,,1982,,1958,1971
D,ASk,Sakellarios,Alekos,19xx,,Gr,1955,
D,GSs,Saks,Gene,1921,,Am,1967,1978
W,RrS,Sale,Richard,19xx,,Ct,1951,1955
D,SSa,Salkow,Sidney,,,Ct,1965,
C,MkS,Salomon,Mikael,,,Ct,1993,
W,,Salt,Waldo,,,Am,1969,1978
P,,Saltzman,Harry,1915,1994,Ca,1948,1980
B,JSt,Salter,James,,199x,Am,1968,
D,VSa,Salva,Victor,,,Ct,1987,1996
D,GSa,Salvatores,Gabriele,,,It,1992,
D,ASt,Samanta,Ashim S.,,,In,1998,
W,KSa,Samples,Keith,19xx,199x,Ct,1997,
W,HpS,Sancher,Hampton,,,Ct,1998,
W,HSa,Sander,Helke,19xx,,Ge,1992,
W,HSB,Sanders-Brahms,Helma,19xx,,Ge,1985,
D,AkS,Sandgren,Ake,19xx,,Sw,1994,
D,MSa,Sandrich,Mark,1900,1945,Am,1930,1944
D,JSd,Sandrich,Jay,,,Am,1980,
D,JSa,Sanjines,J,,,,1969,
W,ASa,Santell,Al,1895,1981,Am,1915,1946
D,CiS,Santiago,Cirio,,,,1990,
D,JcS,Santino,Jack,,,,1983,
A,JS,Mansfield,Joseph,1889,1971,Am,1929,1950
D,NPS,dos Santos,Nelson Pereira,,,Bz,1955,1971
D,RSa,Sarafian,Richard C.,,,Am,1973,1970
D,JSg,Sargent,Joseph,,,Am,1966,1980
A,MiS,Sarne,Michael,1939,,Br,1966,1969
D,ASf,Sanford,Arlene,,,Ct,1996,
D,PeS,Sasdy,Peter,,,Ct,1970,1983
W,,Saunders,John Monk,1895,1940,Am,1927,1935
D,CSr,Saura,Carlos,,,Sp,1977,1989
D,JqS,Saurel,Jaques,,,Fr,1985,
W,ClS,Sautet,Claude,1924,2000,Fr,1955,1992
D,PiS,Sauvage,Pierre,,,Am,1984,
D,PSv,Saville,Philip,19xx,19xx,Br,1955,1999
P,VrS,Saville,Victor,1897,1979,Br,1927,1955
D,TSa,Savin,Tom,,,Am,1990,
E,ISy,Sayles,John,,,Am,1980,1991
D,IrS,Scaraf,Irving,19xx,,Am,1991,
W,GSc,Schaefer,George,1920,199x,,1954,1993
A,ESc,Schaeffer,Eric,19xx,199x,Ct,1996,
D,DiS,Shafer,Dirk,19xx,199x,Ct,1996,
D,FJS,Schaffner,Franklin J.,1920,,Am,1963,1982
D,HgS,Schallerup,Henning,,,Ct,1978,
W,DSy,Schary,Dore,1905,1980,Am,1963,
D,JSb,Schatzberg,Jerry,,,Am,1970,1987
P,,Schecter,Alan,1966,,Am,1991,
D,RSr,Scheerer,Robert,,,Am,1980,
D,ASm,Scheinman,Andrew,19xx,,Ct,1994,
A,MxS,Schell,Maximilian,19xx,,Ge,1979,
P,,Schenck,Aubrey,,,Ct,1972,
D,CaS,Schenkel,Carl,,,Ct,1993,
D,FSc,Schepisi,Fred,,,Au,1970,1993
D,ViS,Schertzinger,Victor,1880,1941,Am,1917,1942
D,PaS,Schiffer,Pal,,,Hu,1970,
D,LSc,Schiller,Lawrence,,,Am,1980,
D,ThS,Schlamme,Thomas,19xx,,Ct,1988,1995
D,FSl,Schlaich,Frieder,,,Ge,1996,
D,IS,Schlesinger,John,1926,,Br,1960,1988
D,CSc,Schlingensief,Christoph,,,Ct,1990,
D,VoS,"Schl""ondorff",Volker,1939,,Ge,1966,1990
A,HSr,Schmidhauser,Hannes,DoB,2000,Swiss,1959,1961
D,RSc,Schmidt,Rob,,,,2001,
D,DSc,Schmoeller,David,,,Am,1982,
D,JuS,Schnabel,Julian,,,Ct,1996,
C,GSz,Schnitzer,Gerry,,,Am,1958,
D,BSo,Schock,Barbara,,,Ct,1999,
C,EBS,Schoedsack,Ernest B.,1893,,Am,1926,1949
D,SiS,"Sch""onemann",Sibylle,19bb,,Ge,1985,
W,,Schoenfeld,Bernard C.,,,Am,1957,
D,HHS,Schomburgk,Hans Hermann,1880,1967,Ge,1913,1956
W,PSc,Schraeder,Paul,1946,,Am,1978,1992
D,BSc,Schroeder,Barbet,1942,,,1987,1990
D,TSm,Schulman,Tom,19xx,1997,,1997,
D,MSz,Schultz,Michael,,,Am,1976,1991
D,BSz,Schulz,Bob,19xx,,Am,1982,
D,JoS,Schumacher,Joel,,,Am,1989,1997
D,RhS,Schunzel,Reinhold,1886,1954,Ge,1919,1941
D,HSc,Schuster,Harold,,,Am,1943,1955
D,LSw,Schwab,Laurence,,,Ct,1930,
D,SfS,Schwartz,Stefan,,,Ct,1998,
D,HnS,Schwarz,Hanns,19xx,,Ge,1929,
W,EtS,Scola,Ettore,1931,,It,1954,1982
D,MS,Scorsese,Martin,1942,,Am,1970,
D,xSc,Scotese,gn,,,It,1952,
D,CyS,Scott,Cynthia,,,Ca,1992,
A,GCS,Scott,George C.,,,Am,1972,
A,JSx,Scott,Jordan,,,Am,1996,
D,OzS,Scott,Oz,,,Am,1981,
D,RS,Scott,Ridley,,,Br,1978,1991
D,ToS,Scott,Tony,,,,1983,
A,SSl,Seagal,Steven,19xx,,Am,1994,
A,VSj,Sjostrom,Victor,1879,1960,Sw,1916,1936
W,GS,Stenius,George,1911,1979,Am,1945,1973
C,,Seale,John,,,Au,1993,
D,EdS,Sedgwick,Edward M.,1893,1974,Am,1921,1950
D,ASe,Segal,Alex,,,,1963,
D,BSe,Segal,Boris,,,,1981,
D,PSe,Segal,Peter,,,,1994,
D,SSg,Segall,Stuart,,,Ct,1970,
D,AAS,Seidelman,Arthur Allan,,,Am,1994,
D,SuS,Seidelman,Susan,,,Am,1982,1994
D,JpS,Seiden,Joseph,,,Ct,1949,
D,LwS,Seiler,Lewis,1891,1964,Am,1928,1958
D,WAS,Seiter,William A.,1891,1964,Am,1918,1954
W,GBS,Seitz,George B.,1888,1944,Am,1913,1960
C,,Seitz,John F.,1893,1979,Am,1921,1960
D,SSe,Sekely,Steve,,,Am,1963,
D,LeS,Selander,Lesley,1900,1979,Am,1936,1967
D,HyS,Selick,Henry,19xx,,Ct,1993,
D,xSe,Selim,xfn,,,,1942,
W,DSz,Seltzer,David,,,Am,1988,
P,,Selznick,David O.,1902,1965,Ru,,
W,OuS,Sembene,Ousman,,,,1969,1992
D,DmS,Sena,Dominic,19xx,,Ct,1993,
P,MSe,Sinnott,Michael,1880,1960,Am,1912,1920
D,DeS,Serafian,Deran,19xx,,Ct,1994,
D,GuS,Serena,Gustavo,19xx,,It,1915,
D,JlS,Seria,Joel,,,Fr,1977,
W,CSe,Serreau,Coline,,,Fr,1973,1990
W,PhS,Setbon,Philip,,,Fr,1990,
D,JxS,Sevcikova,Jana,19xx,,Cz,1992,
D,VeS,Sewell,Vernon,,,Am,1953,1968
W,JSy,Seymour,Jeff,19xx,,Am,1994,
D,NSg,Sgarro,Nicholas,,,Am,1975,
D,TSy,Shadyac,Tom,,199x,Am,1997,1999
W,,Shaffer,Anthony,1926,,Br,1971,1980
B,,Shaffer,Peter,1926,,Br,,
D,KSh,Shah,Krishna,,,Am,1976,
B,,Shakespeare,William,1564,1616,GB,1900,2000
D,KSk,Shaknazarov,Karen,,,,1989,
W,MxS,Shane,Maxwell,1905,1983,Am,1946,1955
W,IPS,Shanley,John Patrick,,,Am,1990,
D,ASS,Sharma,Aribam Syam,19xx,,,1990,
W,JiS,Sharman,Jim,19xx,,Ct,1975,
D,ASh,Shapiro,Alan,,,Am,1993,
D,KeS,Shapiro,Ken,,,Am,1981,
D,DoS,Sharp,Don,,,,1959,1965
D,BSh,Sharpsteen,Dumbo,,,Ct,1941,
D,IaS,Sharp,Ian,,,Am,1982,
A,WSh,Shatner,William,19bb,,Am,1989,
W,MvS,Shavelson,Melville,1917,1995,Am,1956,1966
D,BrS,Shear,Barry,1923,1979,Am,1967,1977
D,DSh,Shebib,Donald,,,Am,1981,
P,,Sheinberg,Sid,,,Am,1960,1993
D,JSn,Sheldon,James,,,Am,1963,
W,SSn,Sheldon,Sidney,1918,,Am,1947,1992
W,RSh,Shelton,Ron,,,Am,1988,1994
A,SSR,Rogers,Samuel Sheppard,1943,,Am,1988,
D,RSd,Shepard,Richard,,,Am,1992,
D,JSq,Sher,Jack,,,Am,1960,
W,JSh,Sheridan,Jim,,,Ir,1989,
D,GAS,Sherman,Gary A.,,,Am,1982,
D,GeS,Sherman,George,1908,,Am,1937,1971
D,LoS,Sherman,Lowell,,,Am,1933,1934
D,VSh,Sherman,Vincent,,,Am,1942,1943
D,FSh,Shields,Frank,,,Am,1984,
W,,Shilts,Randy,1953,,Am,1993,
D,KaS,Shindo,Kaneta,1912,,Ja,1953,1967
D,JSo,Sholder,Jack,,,Am,1982,1985
D,MSh,Shisgal,Murray,,199x,,1990,
D,LSm,Sholem,Lee,,,Am,1949,1954
W,LiS,Shonteff,Lindsay,,199x,,1965,
D,SSh,Shore,Sig,,,Am,1985,
D,SmS,Shore,Simon,,,GB,1998,
D,LSh,Shores,Lynn,,,Am,1940,
D,HSh,Shumlin,Herman,,,Am,1943,1945
D,ChS,Shyer,Charles,,,Am,1984,1994
D,AdS,Sideman,Adi,19xx,,Ct,1994,
D,GSy,Sidney,George,1911,,Am,1941,1967
V,DS,Siegel,C.Don,1912,1991,Am,1945,1980
P,,Siegel,Max,,,Am,1930,
P,,Siegel,Sol C.,,,Am,1915,
D,JsS,Signorelli,James,,,Am,1983,
D,JSe,Silberg,Joel,,,Am,1984,
D,BSi,Silberling,Brad,,,Ct,1995,
W,SSi,Siliphant,Sterling,,,Am,1957,1958
W,,Silver,Amanda,1964,,Am,1991,
P,DSv,Silver,Dina,,,Am,1979,
D,JMS,Silver,Joan Micklin,1935,,Am,1974,1986
P,,Silver,Joel,,,Am,1991,
D,MSv,Silver,Marissa,,,Am,1979,
P,RSv,Silver,Ron,,,Am,1993,
P,RDS,Silver,Ralph D.,,,Am,1979,
D,SSv,Silver,Scott,,,Am,1997,
D,ElS,Silverstein,Elliott,1927,,Am,1962,1977
D,FrS,Simon,Francis,,,,1977,
W,NSi,Simon,Neil,,,Am,1974,
D,RSm,Simon,Rainer,,,Ge,1991,
D,SSS,Simon,S.Sylvan,1910,1951,Am,1937,1949
D,GSm,Simonelli,Giorgio C.,19xx,,It,1943,
D,SpS,Sin,Stephen,,,Ct,1998,
D,RBS,Sinclair,Robert B.,1905,1970,Am,1938,1948
P,,Simpson,Don,,1995,Am,1983,1996
D,AxS,Singer,Alexander,,,Am,1961,
D,ByS,Singer,Bryan,,,Am,1991,2000
D,GSr,Singer,Gail,,,Ca,1992,
D,ISn,Singleton,John,1968,,Am,1991,
D,RSS,Singleton,Ralph S.,,,Am,1990,
A,GSi,Sinisi,Gary,,,Ct,1992,
D,GSn,Sinyor,Gary,,,Ct,1995,
W,CSi,Siodmak,Curt,,,Am,1951,1957
D,RSi,Siodmak,Robert,1900,1973,Ge,1929,1967
D,DSk,Sierck,Detlef,1900,,Ge,1934,1959
P,,Sisk,Robert,,,Am,1950,
D,ASi,Sitaris,Andy,,,Am,1991,
D,ASj,"Sj""oberg",Alf,1903,1980,Sw,1942,1966
P,,Skirball,Jack H.,1896,,Am,,
D,ESk,Skjoldbjaerg,Eric,,,No,1998,
A,JSk,Skolimowski,Jerzy,1938,,Po,1966,1985
D,SSk,Skoog,Susan,,,Ct,1998,
D,RSl,Slatzer,Robert,,,,1971,
D,AvS,Slesin,Aviva,,,Ct,1986,
D,PSl,Sloane,Paul,,,Am,1925,
D,ESl,Sloman,Edward,,,Am,1925,1934
D,GSl,Sluizer,George,,,Du,1990,1993
P,,Small,Edward,1891,1977,Am,,
D,RCS,Smallwood,Ray C.,,,Ct,1921,
D,JaS,Smight,Jack,1926,,Am,1963,1980
P,,Smith,Bernard,1905,,Am,1960,1969
D,BSm,Smith,Bruce,,,Am,1992,
D,BuS,Smith,Bud,19xx,19yy,Ct,1987,
D,CSm,Smith,Clive,,,,1997,
D,CrS,Smith,Chris,19xx,19yy,Am,1999,
D,DSm,Smith,David,,,Am,1960,
D,HSm,Smith,Howard,,,,1972,
D,JSm,Smith,Jack,,,Am,1985,
W,INS,Smith,John,,,Ca,1993,
W,KSm,Smith,Kevin,19xx,,Ct,1995,1999
D,MSm,Smith,Mel,,Br,,1990,
D,NSm,Smith,Noel,,,Am,1940,
D,AS,anonymous,pseudonym,,,,1955,1996
D,MSn,Snow,Michael,,,,1967,
D,RSn,Snyder,Robert,,,Am,1951,1989
D,MSo,Soavi,Michele,,199x,It,1989,1990
D,StS,Soderbergh,Steven,1964,,Am,1989,1993
D,MSf,Soffici,Mario,,,Ar,1945,
D,IiS,Softley,Ian,19xx,Br,Ct,1991,1996
D,ASv,Sokurov,Alexander,19xx,19yy,Ru,1999,
D,FeS,Solanas,Fernando E.,,,Ar,1968,
D,ASo,Sole,Alfred,,,,1977,
W,TSz,Solondz,Todd,,,Ct,1989,1998
D,OSo,Solum,Ole,19xx,,,1985,
W,SSo,Sommers,Stephen,19xx,,Am,1993,1998
C,BS,Sonnefeld,Barry,,,Am,1991,1997
D,ASp,Sopsits,Arpad,,,Hu,1990,
D,MSr,Soutter,Michel,,,SWiss,1981,
B,,Southern,Terry,1925,,Am,1958,1970
D,KSp,Spacey,Kevin,,199x,,1997,
D,PSp,Spheeris,Penelope,,,,1991,1993
D,RiS,Spence,Richrad,19xx,,,1992,
D,BtS,Spicer,Bryan,19xx,199x,Ct,1997,
P,,Eagle,Sam P.,,,Am,1942,
P,,Spiegel,Sol C.,,,Am,1953,1966
D,SS,Spielberg,Steven,1947,199x,Am,1957,1998
D,BSp,Spiers,Bob,19xx,199x,Ct,1997,
D,MSp,Spinosa,Michel,,,Fr,1990,2000
D,GKS,Spoor,George K.,19xx,,Am,1907,
D,JSp,Sprecher,Jill,,,Ct,1998,
D,RSp,Spottiswoode,Roger,,,Br,1980,1997
D,BaS,Stafford,Babe,,,Am,1939,
A,IMS,Stahl,John M.,1886,1950,Am,1918,1949
A,SyS,Stallone,Sylvester,,,Am,1979,
P,,Stark,Ray,19xx,,Am,1964,1992
D,PSt,Starr,Peter,,,Am,1980,
A,JkS,Starrett,Jack,,,Am,1973,1976
D,WS,Staudte,W.,,,,1946,
D,MSC,St.Clair,Mal,1897,1952,Am,1924,1945
D,RyS,Steckler,Ray Dennis,,,Am,1963,1965
V,,Stein,Peter,,,Ge,,
D,KSt,Stein,Ken,,,,1992,
D,PLS,Stein,Paul L.,,,,1935,
B,,Steinbeck,John,1902,1968,Am,1935,1992
M,,Steiner,Max,19xx,1971,Am,1923,1956
D,DSt,Steinberg,David,,,Am,1981,
D,MSb,Steinberg,Michael,,,Am,1993,
D,FkS,Stephani,Frederick,,,Ct,1936,
W,WSt,Sterling,William,19xx,,Ct,1972,
D,SHS,Stern,Steven Hillard,,,,1981,1989
P,S,von Sternberg,Josef,1894,1969,Os,1925,1953
W,,Stevens,Davd,,,Ct,1995,
C,GSt,Stevens,George,1904,1975,Am,1933,1969
D,GSj,Stevens,George jr.,,,Am,1960,1961
D,RSt,Stevens,Robert,1925,,Am,1955,1969
W,LSt,Stevens,Leslie,,,Am,1960,
D,RoS,Stevenson,Robert,1905,,Br,1932,1981
D,BnS,Stiller,Ben,,,Am,1994,1996
D,MSt,Stiller,Mowscha,1883,1928,,1912,1928
W,WhS,Stillman,Whit,,,Am,1990,1998
P,AnS,Stone,Andrew,1902,,Am,1939,1972
W,OlS,Stone,Oliver,,,,1981,1993
D,RtS,Stone,Robert,,,Am,1987,
D,SSt,Stone,Sharon,,,Ct,1998,
D,VSt,Stone,Virginia,,,Am,1974,
C,,Storaro,Vittorio,,,It,,1979
B,TSt,Straussler,Thomas,1937,,,1990,
D,USt,Straume,Unni,,,,1999,
D,FSt,Strayer,Frank,,,Am,1933,1950
D,JSi,Strick,Joseph,,,Ct,1967,
D,HLS,Strock,Herbert L.,19xx,,Ct,1954,
A,BSt,Streisand,Barbra,,,Am,1983,
W,YSt,Strom,Yale,19xx,,Ct,1994,
P,HSt,Stromberg,Hunt,1894,1968,Am,1923,1925
D,xSx,Stroux,gn,,,Ct,1949,
D,JeS,Stuart,Jeb,,,Am,1997,
D,MeS,Stuart,Mel,,,Am,1979,
D,JzS,Stuhr,Jerzy,19xx,19yy,,1999,
E,ISt,Sturges,John,1911,,Am,1946,1977
W,PS,Biden,Preston,1898,1959,Am,1933,1956
D,CsS,Sturridge,Charles,,,Br,1992,1997
M,,Styne,Jule,1906,1994,Am,1968,
D,ASu,Sucksdorff,Arne,,,Sw,1953,
D,SwS,Sugg,Stewart,,,GB,1998,
D,TSu,Sullivan,Tim,19xx,199x,Ct,1996,
M,,Sullivan,Sir Arthur,1842,1900,Br,1939,1983
D,JrS,Summers,Jeremy,,,Ct,1967,
D,SSu,Surjik,Stephen,19xx,,Ct,1993,
W,MyS,Suo,Masuyuki,,199x,Ja,1997,
C,,Surtees,Robert L.,,,Am,1950,1975
A,HSu,Suso,Henry,,,,1914,
D,AES,Sutherland,A. Edward,1895,1974,Am,1925,1956
P,DSu,Sutherland,David,,,Am,1991,1993
D,JSj,Svankmajer,Jan,19xx,199x,Cz,1997,
D,JSv,Sverak,Jan,19xx,,Cz,1991,
D,NSv,Svoboda,Nancy,,,Ct,1992,
D,EWS,Swackhammer,E.W.,,,Ct,1979,1992
D,BSw,Swain,Bob,19xx,,Fr,1983,
D,DvS,Swift,David,,,Am,1958,1967
D,MSw,Switzer,Michael,19xx,,Ct,1992,
D,HJS,Syberberg,"Hans-J""urgen",19xx,,Ct,1982,
D,PSy,Sykes,Peter,,,Am,1976,
D,IsS,Szab'o,Istv'an,,,Hu,1985,2000
D,ISz,Szazs,Janos,,,Hu,1994,
D,SSz,Szlingerbaum,Samy,,,Ct,1980,
D,JSz,Szwarc,Jeannot,1936,,Fr,1974,1984
W,JCT,Tacchella,Jean-Charles,,,Fr,1975,
M,,Takemitsu,Tore,1931,1996,Ja,1964,
D,RTa,Talalay,Rachel,19xx,,Ct,1992,
D,YoT,Takita,Yojiri,,,Ja,1988,
D,LTa,Tamahori,Lee,19xx,199x,NZ,1997,
D,ToT,Tanaka,Tomoyuki,,,Ja,1954,
D,SkT,Taniguchi,Senkichi,,[],Ja,1965,
D,WTa,Tannen,William,,,Am,1985,1988
D,ATa,Tanner,Alain,,,Fr,1971,1987
W,QTa,Tarantino,Quentin,1964,,Ct,1992,1194
D,AnT,Tarkovsky,Andrei,1932,1990,Ru,1959,1983
W,FrT,Tashlin,Frank,1913,1972,Am,1952,1668
A,JT,Tatischeff,Jaques,1908,1982,Fr,1949,1971
D,StT,Tatassopoulos,Stelios,19xx,,Gr,1932,
A,NT,Taurog,Norman,1899,1981,Am,1928,1967
D,BTv,Tavernier,Bertrand,1941,,Fr,1974,1988
D,PlT,Taviani,Paolo,1931,,It,1961,1994
W,,Taviani,Vittorio,1929,,It,1961,1994
W,FTa,Taylor,Finn,,,Am,1997,
P,,Taylor,Frank E.,1916,1999,Am,1961,
A,DTa,Taylor,Don,1920,,Am,1957,1980
P,,Taylor,Donald F.,,,Am,1963,
A,RyT,Taylor,Ray,1888,1952,Am,1926,1949
D,SaT,Taylor,Sam,1895,1958,Am,1921,1945
D,SET,Taylor,S.E.V.,,,Am,1924,
A,WDT,Tanner,William Desmond,1877,1922,Ir,1915,1922
D,JTa,Taymor,Julie,19xx,,Ct,1993,
D,LwT,Teague,Lewis,,,Am,1964,1985
D,ATe,T'echin'e,Andr'e,1943,,Fr,1969,1978
D,FTy,Teglasy,Ferenc,,,Hu,1989,
D,JuT,Temple,Julian,,,Am,1980,1989
D,ATn,Tennant,Andy,19xx,199x,Ct,1997,1999
W,STy,Terayama,Shuji,,,Ja,1971,1974
C,TTz,Tetzlaff,Ted,1903,,Am,1941,1957
D,HiT,Teshigahara,Hiroshi,1927,2001,Ja,1961,1991
D,PTw,Tewkesbury,Peter,1924,,Am,1964,1971
P,,Thalberg,Irving,1899,1936,Am,1925,1936
D,MTh,Thibaut,Michel,,,Fr,1995,
D,WT,Thiele,William,1890,1975,Ge,1929,1960
D,BTh,Thomas,Betty,,,Ct,1995,1998
D,GTh,Thomas,G.,,,Br,1957,
D,RaT,Thomas,Ralph,1915,,Br,1948,1983
D,RLT,Thomas,Ralph L.,,,Am,1981,1983
D,PTh,Thomas,Pascal,,,Fr,1988,
W,RuT,Thome,Rudolf,19xx,,Ge,1964,1998
D,ETh,Thompson,Eric,1929,1982,Br,1971,
D,,Thompson,Fred,,,,1915,
A,JLT,Thompson,J.Lee,1914,2002,Br,1950,1984
A,BBT,Thornton,Billy Bob,,,Am,1999,
P,JTh,Thorpe,Jerry,,,Ct,1967,
D,RTh,Thorpe,Rollo Smolt,1896,1991,Am,1928,1967
D,ETi,Till,Eric,,,Am,1981,1997
D,GTi,Tillman,George jr.,19xx,199x,Am,1997,
D,PTi,Tim'ars,Peter,,,Hu,1989,
D,JTg,Tinling,James,1889,1967,Am,1927,1952
M,,Tiomkin,Dmitri,1899,1979,Ru,1933,1971
P,,Tisch,Steve,,,Am,1997,1999
D,STi,Title,Stacy,,,Am,1996,
W,JTo,Toback,James,1944,,Am,1978,1990
P,,Tomiyama,Shogo,,,Ja,1954,1995
D,RTo,Tognazzi,Ricky,19xx,,Ct,1994,
D,NoT,Tokar,Norman,,,Am,1965,1975
D,STo,Toledo,Sergio,,,Br,1986,
D,MTo,Tolkin,Michael,,,Am,1985,
E,,Tomasini,George,,,Ct,1964,1979
V,SnT,Tong,Stanley,19xx,,HK,1990,
D,BuT,Topper,Burt,,,Am,1963,
D,GTo,Tornatore,Guiseppe,1955,,It,1989,1996
D,SgT,Toubiana,Serge,19xx,,Ct,1994,
D,MuT,Tour'e,Moussa,19xx,,Ct,1991,
D,xTo,Tourjansky,gn,,,Ct,1932,
D,JqT,Tourneur,Jaques,1904,1977,Fr,1939,1977
W,MaT,Tourneur,Maurice,,,Fr,1912,1917
P,,Towers,Harry Alan,,,Br,1974,
W,RT,Towne,Robert,,,Am,1982,1998
D,RtT,Townsend,Robert,,,Am,1987,
D,WTy,Toye,Wendy,19xx,,GB,1952,
W,ITo,"T""oz""um",Irfan,,,,1989,
D,MkT,Trayger,Mike,19xx,,Ct,1994,
D,JnT,Tramont,Jean-Claude,,,,1981,
D,IyT,Trauberg,Ilya,,,,1929,
D,AlT,Travers,Albert,,,Br,1947,
D,MoT,Treut,Monica,,,Ge,1985,1992
D,ITr,Trent,John,,,Ca,1980,
D,JAT,Triana,Jorge Ali,,,,1966,
D,GTr,Trikonis,Gus,,,,1980,1981
D,RTr,Troche,Rose,1964,,Am,1994,
D,JTl,Troell,Jan,1931,,Sw,1965,1979
D,MTs,Troisi,Massimo,19xx,,It,1991,
D,RoT,Tronson,Robert,1924,,Br,1962,1964
D,GaT,Trousdale,Gary,1961,,Am,1985,
D,FTr,Trueba,Fernando,19xx,,Ct,1994,
D,FT,Truffaut,Francois,1932,1984,Fr,1958,1983
E,MT,Truman,Michael,1916,,Br,1954,1963
W,DaT,Trumbo,Dalton,,1977,Am,1971,
D,DTr,Trumbull,Douglas,,,,1971,1983
D,,Tryon,Glenn,,,Am,,
W,ShT,Tsukamoto,Shinya,19xx,,Ja,1989,
D,SlT,Tsukerman,Slava,,,Ru,1983,
A,STu,Tucci,Stan,,199x,,1997,
D,MiT,Tuchner,Michael,,,Br,1971,1990
D,ATk,Tucker,Anand,,,Ct,1998,
D,xTu,Tucker,xgn,,,Ct,1954,
D,RTu,Tuggle,Richard,,,Am,1984,
D,MgT,Tully,Montgomery,,,Br,1968,
D,SyT,Tung,Sandy,,,Ct,1999,
P,LTu,Turman,Laurence,,,Am,1971,1982
D,ATu,Turner,Ann,1961,,Au,1989,
D,JTu,Turteltaub,Jon,,199x,,1993,
D,ITu,Turturro,John,19xx,,Ct,1985,1993
D,FTu,Tuttle,Frank,1892,1963,Am,1927,1956
D,DTw,Twoohy,David,,,Am,1996,
W,TTy,Tykwer,Tom,19xx,19yy,Ge,1998,
D,GTz,Tzavellas,Giorgos,,,Gr,1955,1961
D,xUc,Ucicky,gn,,,Ge,1938,
D,LUl,Ullman,Liv,,,Sw,1999,
